,Tweet_ID,Sentiment_Label,Logits_Neutral,Logits_Positive,Logits_Negative,Tweet_text,hashtags,country,created_at,predictions
19,1421704743877890049,positive,0.07353293895721437,1.7992415428161619,-0.16021370887756348,Good https://t.co/D56fZS63jN,,Australia,Sun Aug 01 05:29:59 +0000 2021,Positive
20,1421705129359593474,positive,1.198177933692932,2.653604984283448,-0.2649284899234772,"Everyone’s doing it tough across Sydney right now… lucky young GIANTS member Patrick is still kicking goals in lockdown 😜

#BigBigSound https://t.co/2fGDN23ITJ",BigBigSound,Australia,Sun Aug 01 05:31:31 +0000 2021,Positive
21,1421705365096329219,negative,0.07842710614204408,-0.2975102961063385,1.0974410772323608,Lying Grubs https://t.co/mpMd3wJFZx,,Australia,Sun Aug 01 05:32:27 +0000 2021,Negative
22,1421705392971608067,positive,0.0930691510438919,0.7293075323104858,0.6687334179878235,Not getting better…😢 https://t.co/sE9oozhcec,,Australia,Sun Aug 01 05:32:34 +0000 2021,Neutral
23,1421705427142602763,neutral,1.450888991355896,0.0805920735001564,0.0979747548699379,@BrookeOnAir In lockdown for months 🥺,,Australia,Sun Aug 01 05:32:42 +0000 2021,Neutral
24,1421705618805592066,negative,1.3032222986221311,-1.0169209241867063,2.3104078769683842,"Should this really say ""Sky News Australia banned from YouTube for seven days for telling lies""? https://t.co/64KdR4gQdW",,Australia,Sun Aug 01 05:33:28 +0000 2021,Negative
25,1421706061363376131,neutral,1.9657888412475584,1.7887601852416992,-0.26327598094940186,"Since 16 Jun 2021 Sydney has detected 2, 2, 6, 5, 7, 5,11, 19, 12, 29, 32, 22, 20, 28, 28, 32, 40,16, 37, 18, 28, 39, 45, 52, 82 ,116, 93,99, 67, 98, 117, 109, 100, 79, 112, 124, 141, 164, 141, 151, 175, 177, 240, 172, &amp; 212 &amp; 241 until 1Aug2021 unstoppable #COVID19 #DeltaVariant https://t.co/DyBLlmPASK","COVID19, DeltaVariant",Australia,Sun Aug 01 05:35:13 +0000 2021,Neutral
26,1421706239310909441,negative,1.3281776905059814,-0.8487964272499084,2.392930030822754,"@zenzele In Zim, its use is only permitted under an evaluation (research) protocol developed by govt. Outside of that, prescribing or dispensing it for Covid-19 prevention or treatment is illegal. At least one doctor is being prosecuted for prescribing it.",,Australia,Sun Aug 01 05:35:56 +0000 2021,Negative
27,1421706293136424969,negative,0.026496410369873047,0.178616464138031,0.5984565019607544,sigh @JELMECH https://t.co/U8SSBilGeS,,Australia,Sun Aug 01 05:36:08 +0000 2021,Negative
28,1421706714252943360,positive,0.10820963978767396,2.4260287284851074,-0.12046069651842115,Another good one. https://t.co/JUJnZbfFFr,,Australia,Sun Aug 01 05:37:49 +0000 2021,Positive
29,1421706927998783490,positive,0.17535652220249176,2.105122804641724,0.08286907523870468,Great stuff👏👏👏 https://t.co/O3xFt2lYeA,,Australia,Sun Aug 01 05:38:40 +0000 2021,Positive
30,1421707309261082625,neutral,1.9371240139007568,0.7543542385101318,-0.09354919195175172,"4 to 6.5 degrees above average, and in lockdown.  #NewNormal #Brisbane https://t.co/463CAXzzrb","NewNormal, Brisbane",Australia,Sun Aug 01 05:40:11 +0000 2021,Neutral
31,1421707993909923841,negative,1.3429328203201294,-0.3855569064617157,1.6926082372665403,Sky News Australia temporarily banned from uploading content on YouTube - this is the appropriate GIF response to it: https://t.co/Mzr5bMe8Pz https://t.co/OUC793jCDJ,,Australia,Sun Aug 01 05:42:54 +0000 2021,Neutral
32,1421708746229649412,negative,0.7662405967712402,-0.8282278180122375,3.104848146438598,"And yet this dangerous rubbish is about to be pumped into living rooms across regional Australia, free-to-air. With local media outlets dying, the results could prove disastrous. https://t.co/OD2AQyvAQB",,Australia,Sun Aug 01 05:45:53 +0000 2021,Negative
33,1421708757902381056,neutral,1.0828261375427246,0.792049765586853,0.5927714705467224,If only!!! https://t.co/9tfnE8RbD4,,Australia,Sun Aug 01 05:45:56 +0000 2021,Neutral
34,1421709481361117190,positive,0.7532714009284973,3.978516578674317,-0.6661291122436523,Excellent news!!! 💯✔️😄 https://t.co/Km4E7aBCET,,Australia,Sun Aug 01 05:48:49 +0000 2021,Positive
35,1421709543289987072,positive,0.5465121269226074,1.1794437170028689,-0.031114315614104267,About time! https://t.co/QmM9PftVMb,,Australia,Sun Aug 01 05:49:03 +0000 2021,Neutral
36,1421709758537502721,positive,0.7442970871925354,2.7170276641845703,-0.29865655303001404,"Good news (well, for me, at least).

I’m COVID19 NEGATIVE.

#covid19qld #MorrisonOutbreak #VaccineStrollout #auspol https://t.co/9yzOB8FvPd","covid19qld, MorrisonOutbreak, VaccineStrollout, auspol",Australia,Sun Aug 01 05:49:55 +0000 2021,Positive
37,1421710391546040320,negative,1.1243674755096436,-0.6216378808021545,2.730022430419922,"@goodfoodgal Hmmmm!
If I came out from UK in 2000.
Never allowed to give blood in OZ ,due to mad cow epidemic back home!
Then someone is very slow in Red Cross working the problem you allude to.?",,Australia,Sun Aug 01 05:52:26 +0000 2021,Negative
38,1421710565173436417,neutral,2.0004751682281494,1.2980248928070068,-0.17054611444473267,We are only allowed to be in lockdown when there’s midweek sports on. Those are the rules from here on @GladysB cheers x,,Australia,Sun Aug 01 05:53:07 +0000 2021,Neutral
39,1421710812587053060,negative,1.334531307220459,-0.7631199359893799,1.7177984714508057,@JoeABCNews Their lockdown prior to NSW was due to Kappa,,Australia,Sun Aug 01 05:54:06 +0000 2021,Negative
40,1421711051301670916,negative,0.7818783521652222,-0.9964199662208556,3.2691805362701416,If you even THINK about keeping me in lockdown without the olympics or 23 straight days of AFL games there will be absolute hell to pay.,,Australia,Sun Aug 01 05:55:03 +0000 2021,Negative
41,1421711211003977734,positive,1.2594364881515503,1.870837926864624,0.2897101938724518,#strandedAussies at least the rest of the world is starting to see the heartache we are going thru! https://t.co/DJGeMqIIJy,strandedAussies,Australia,Sun Aug 01 05:55:41 +0000 2021,Neutral
42,1421711682288553985,positive,0.2119329273700714,1.1092498302459717,0.8543924689292908,Solid evening I guess can’t wait for lockdown to end. https://t.co/XvEQTttyLB,,Australia,Sun Aug 01 05:57:33 +0000 2021,Neutral
43,1421697509592748036,neutral,2.5111560821533203,2.2410027980804443,-0.6293066740036011,"The Delta Force: the siege, the ordeal, the rescue! 
Starring Brett Sutton &amp; Kerry Chant 
Introducing Nicola Spurrier
#coronavirus #COVID19nsw #COVID19Vic #covid19qld #covid19sa #COVID19Aus #VaccineStrollout #MorrisonOutbreak https://t.co/x085B2ybTg","coronavirus, COVID19nsw, COVID19Vic, covid19qld, covid19sa, COVID19Aus, VaccineStrollout, MorrisonOutbreak",Australia,Sun Aug 01 05:01:14 +0000 2021,Negative
44,1421699809820307468,positive,0.8795238733291626,2.924595355987549,-0.3008067011833191,@therealzevgood I wish!! I'm back to covid weight haha,,Australia,Sun Aug 01 05:10:23 +0000 2021,Positive
45,1421701527597584393,neutral,0.7922431826591492,0.5556183457374573,0.4229554235935211,@KateEmerson88 It's always been way safer than Covid.,,Australia,Sun Aug 01 05:17:12 +0000 2021,Neutral
46,1421704980705120257,negative,1.3954946994781494,-0.6563536524772644,2.373766660690308,"@nick_coatsworth Sorry Nick, I don’t think you lived through the snide political comments made about Victorian &amp; Melbourne lockdown last year. Victoria made some mistakes in graduated response to Covid in 2020, but we got back to Covid-zero. Our Lessons failed to be learned by NSW.",,Australia,Sun Aug 01 05:30:56 +0000 2021,Negative
47,1421707693958451201,neutral,1.6791009902954102,-0.3697935342788696,1.0169446468353271,@Leaguel_Counsel He said it was to do with safety. Covid prolongs the amount of time they are away and in quarantine. It's all connected.,,Australia,Sun Aug 01 05:41:42 +0000 2021,Neutral
48,1421708818791079938,neutral,2.1748080253601074,-0.045051343739032745,0.8560862541198729,"@JoelDFleming Please provide the scientific evidence to support your assertion that masks in outdoor settings prevent transmission of COVID-19. 

Please also provide the scientific evidence for cases of COVID-19 that were acquired in outdoor settings.  

Serious question.",,Australia,Sun Aug 01 05:46:11 +0000 2021,Neutral
49,1421711478533410822,neutral,1.4599415063858032,0.8856891989707947,1.0017110109329224,"@nanuramu @FlushingGarros There was an aspiration to host it by 2024, after the Commonwealth Games of 2010. Brazil's 2014 &amp; 2016 (after effects) is an example of why it's not easy for less rich countries to host it. Plus, Covid now. The Olympics movement will stick to developed countries for a while now.",,Australia,Sun Aug 01 05:56:45 +0000 2021,Neutral
50,1421703374425124870,negative,1.7416373491287231,-0.8986172080039978,2.1969771385192867,@GladysB you are going to force kids to getter jabbed with a trial drug? Really? How about you get Hazzard to keep his mask on and stop masquerading around as a Medical Expert? A former teacher and lawyer pffft.,,Australia,Sun Aug 01 05:24:33 +0000 2021,Negative
51,1421697535698079752,negative,0.8101672530174255,-1.116610765457153,3.385653018951416,"@FaineJon 
U chose 2 ignore flagging the obvious.
A failure of Leadership Federally.
The crux 
.a disastrous Vaccine Programme 
.&amp; equally bungled messaging.
Fear,doubt,&amp;propaganda,tools so effective 4 this Govt over 19/25 years,dont work in times of Crisis.
They r exposed https://t.co/4FMe6mPY7s",,Australia,Sun Aug 01 05:01:21 +0000 2021,Negative
52,1421708780203429892,neutral,2.2935454845428467,0.5854454636573792,0.1998293548822403,"@nickmangwana So, the role of NGOs is to resource the opposition, while GoZ resource POLAD. Ok.
A friend wants to know if it's OK to start aministering that Johnson &amp; Johnson vaccine?",,Australia,Sun Aug 01 05:46:01 +0000 2021,Neutral
53,1421711777646088196,positive,1.4522339105606081,1.8462713956832888,-0.4606554508209229,@ArtSimone @DrBradMcKay Our Queens in a vaccine add...that would be something ;-),,Australia,Sun Aug 01 05:57:56 +0000 2021,Neutral
54,1421712724245946371,negative,0.7922461628913879,0.2283603847026825,1.4199050664901731,"I can’t stress this enough. Please stay home as much as possible and take this seriously so maybe, just maybe lockdown will actually end on its announced date without being extended again. https://t.co/51vByZfDP9",,Australia,Sun Aug 01 06:01:42 +0000 2021,Negative
55,1421713181940994052,neutral,2.869106769561768,1.9204355478286743,-1.2872928380966189,Cooking dinner at 4pm as I reach my final lockdown form; my grandparents,,Australia,Sun Aug 01 06:03:31 +0000 2021,Neutral
56,1421713280066674689,negative,0.2803763449192047,-0.6710895299911499,1.981746315956116,lockdown making me gay as hell,,Australia,Sun Aug 01 06:03:54 +0000 2021,Negative
57,1421713501744099331,negative,1.772820234298706,-1.3295189142227173,2.957061290740967,@NSWHealth @nswpolice Have you seen how many people are in Bondi today? How close each is to another? How it seemed like there is no pandemic and there is no threat to this Delta strain? How come the West and Southwest have such massive police force when you have a problem here?,,Australia,Sun Aug 01 06:04:47 +0000 2021,Negative
58,1421713831152156676,neutral,1.8939281702041624,-0.27070310711860657,1.0244725942611694,@JohnnyLydon So in your 2 you're not counting this Qld outbreak?,,Australia,Sun Aug 01 06:06:06 +0000 2021,Neutral
59,1421714958128013318,neutral,0.8074439764022827,0.7699365615844727,0.2882406413555145,"Yeah, I reckon I do know. #QuarantineLife https://t.co/QEbHOagrq2",QuarantineLife,Australia,Sun Aug 01 06:10:34 +0000 2021,Neutral
60,1421715275267809284,neutral,1.1540567874908447,1.0343669652938845,-0.058716930449008935,"most of their viewers are O/S
particularly USA https://t.co/Sq70oKaFzl",,Australia,Sun Aug 01 06:11:50 +0000 2021,Neutral
61,1421715412924833797,neutral,1.4552443027496338,0.5703386068344116,0.6106676459312439,@StellaBella67 Difficulty getting through with people changing bookings because of our lockdown.  Hopefully we can.,,Australia,Sun Aug 01 06:12:23 +0000 2021,Neutral
62,1421715679141527552,neutral,1.598419189453125,1.1594088077545166,0.5571655035018921,"The only time I moved from this spot outside was to make coffee. Other than that, I’ve spent near on 3 hours out here reading and soaking up the sun…. Lockdown done right. https://t.co/pi1KKMTxy2",,Australia,Sun Aug 01 06:13:26 +0000 2021,Neutral
63,1421715985971617793,negative,1.2324061393737793,-0.8069214224815369,2.8345391750335693,"I guess we're lucky in Queensland because the southern states generally ignore us, except as a holiday destination or to claim we're a coal/racist/NRL backwater. So we're spared frenzied Discourse about our lockdown while we're stressing/worried.",,Australia,Sun Aug 01 06:14:39 +0000 2021,Negative
64,1421717297866055691,negative,0.9781002402305604,-1.2749109268188477,3.8572418689727774,These illegal immigrants are the same people spreading the covid flu that is reigniting. STOP sending all over the country. https://t.co/2DRQU6teEu,,Australia,Sun Aug 01 06:19:52 +0000 2021,Negative
65,1421717313368203267,negative,1.1425013542175293,-0.05156777054071426,1.9710313081741333,"BREAKING: The Victorian Government has announced that Lockdown 6.0 and all thereafter will have a sponsor attached to it. If it’s not VB, then I hope it’s Vaseline, so we can all lube-up, before Stairman Dan royally screws us.

Source: The 13 O’clock News",,Australia,Sun Aug 01 06:19:56 +0000 2021,Negative
66,1421717769276379139,negative,1.2413076162338257,0.2314102351665497,1.856330633163452,"@KevinKlonker @realCarrickRyan Love the way he under plays that the ""Lockdown"" that we were in when we got our first of 3 delta outbreaks was a Kappa outbreak, that shares some of the same mutations as Delta and for which Victoria shutdown hard and early! Also completely ignored lessons that could of been ....",,Australia,Sun Aug 01 06:21:45 +0000 2021,Negative
67,1421718046779998209,negative,0.971095621585846,-0.005010440945625304,2.1282718181610107,I’m not going to complain about the Queensland lockdown because Sydney and Melbourne people have endured so much more and I feel for all of them. I want to wish everyone well and remain safe. This time will pass. But for now reach out and chat to people if you’re feeling alone.,,Australia,Sun Aug 01 06:22:51 +0000 2021,Negative
68,1421718106343239680,neutral,1.9349955320358283,1.2340937852859497,-0.464726597070694,Hello from lockdown on Queensland’s Sunshine Coast. https://t.co/ubuH0kVqWN,,Australia,Sun Aug 01 06:23:05 +0000 2021,Neutral
69,1421718487295160327,neutral,2.022838830947876,-0.7200185060501099,1.1455435752868652,@colonelhogans That's what it's all about mate. How's lockdown treating you ?,,Australia,Sun Aug 01 06:24:36 +0000 2021,Neutral
70,1421718889642090504,negative,1.2570374011993408,0.02142142504453659,1.7872872352600098,"People haven’t gone panic buy during this lockdown, at least in Toowong, or may be most of the families are quarantined. Let’s be in this all together, watch out for your friends and neighbours if they need groceries or other stuff #COVID19  #CovidLockdown #Qldlockdown","COVID19, CovidLockdown, Qldlockdown",Australia,Sun Aug 01 06:26:12 +0000 2021,Neutral
71,1421718974618750976,positive,0.7508752346038818,1.5532331466674805,0.1139783263206482,It’s been nice of Brisbane to throw away their good form because they know I won’t be out of lockdown to see any finals live 🔥,,Australia,Sun Aug 01 06:26:32 +0000 2021,Positive
72,1421720522597957637,negative,1.1885513067245483,-1.1789597272872925,3.0393280982971187,Why would they scared by that when you lot throw them under the bus every day?? 🤷‍♂️ https://t.co/MdHWOOutMI,,Australia,Sun Aug 01 06:32:41 +0000 2021,Negative
73,1421720868980355073,negative,1.2956228256225586,-0.9777253270149232,2.6494133472442627,"I think @SkyNewsAust should have their licence to use the word ""news"" revoked. Our infomercial channels are closer to the truth than this mob of mouth breathers. https://t.co/ozumnoNC8F",,Australia,Sun Aug 01 06:34:04 +0000 2021,Neutral
74,1421721345155493889,positive,0.686514675617218,5.801284313201902,-1.1129063367843628,YAY! We have the best lockdown!! https://t.co/Ee53PuL9fe,,Australia,Sun Aug 01 06:35:57 +0000 2021,Positive
75,1421721484930666501,negative,1.1289910078048706,0.5908636450767517,1.5122294425964355,"The #NSWmockdown doesn’t make sense to enforce on a sliding scale at the LGA level.

NSW now has COVID cases everywhere, with more zones building momentum.

Super useful viz for looking at daily cases trending by Sydney post code. #SydneyLockdown https://t.co/bqRDlNyPuN https://t.co/NtPQ1k7Yrg","NSWmockdown, SydneyLockdown",Australia,Sun Aug 01 06:36:30 +0000 2021,Neutral
76,1421721648294625282,negative,0.8418076038360596,-0.34295031428337097,2.197267770767212,Alan Jones's Covid denial antics got @SkyNewsAust booted from @YouTube for a week. There is justice in this world after all. https://t.co/NxW1bPg0OG,,Australia,Sun Aug 01 06:37:09 +0000 2021,Neutral
77,1421721751168471047,neutral,3.4480655193328857,1.3375436067581177,-1.250737547874451,At 4pm Saturday the lockdown began... @ Nissan Arena https://t.co/6ZMz2Gqxf2,,Australia,Sun Aug 01 06:37:34 +0000 2021,Neutral
78,1421721819757768704,negative,1.8013671636581419,-1.3457810878753662,3.011974334716797,@whatalisees Cases are not going down so what is Gladys game plan exactly? Sydney will be in some form of lockdown for the rest of the year at this rate. She keeps talking about vaccines but the rollout is too slow to stop this outbreak. 🤷‍♂️,,Australia,Sun Aug 01 06:37:50 +0000 2021,Negative
79,1421722425125863426,neutral,0.9855032563209534,0.400217741727829,0.4567209780216217,I agree soft shoed it early and it was allowed to get away https://t.co/HL7wCdz7v9,,Australia,Sun Aug 01 06:40:15 +0000 2021,Neutral
80,1421722432612691976,positive,0.176016703248024,2.6106188297271733,-0.02223517745733261,Awesome https://t.co/k3buQB9dgy,,Australia,Sun Aug 01 06:40:16 +0000 2021,Positive
81,1421723610339708933,positive,1.8430235385894769,2.221349000930786,-0.4864192008972168,#Lego Lockdown Edition - Bag 6….2 to go…! https://t.co/mdwPlBPuro,Lego,Australia,Sun Aug 01 06:44:57 +0000 2021,Neutral
82,1421723626563321858,negative,1.085346221923828,-0.025341719388961792,2.1100511550903316,"#Carpool #HerveyBay -&gt; #Brisbane I have become in a bit of a situation, I desperately need to get back to Brisbane ASAP hopefully tonight.
I completely understand the lockdown but I am stranded here. #splitcosts #sharecoffee #sharemusic #sharefood https://t.co/7xQtEKsjqq","Carpool, HerveyBay, Brisbane, splitcosts, sharecoffee, sharemusic, sharefood",Australia,Sun Aug 01 06:45:01 +0000 2021,Negative
83,1421724004377788418,positive,0.624461829662323,1.4139561653137207,0.5959296226501465,"@OMGTheMess Funny thing is though, vegans are more likely to be low in lysine &amp; high in argenine, perfect for a #Covid19 affliction.

https://t.co/3YGMH9eT3C",Covid19,Australia,Sun Aug 01 06:46:31 +0000 2021,Positive
84,1421724241108488195,negative,1.139940857887268,-0.12615254521369934,1.457964301109314,A financial support package? What did I tell y’all! Lockdown isn’t going to end on Tuesday https://t.co/6Q8u60ekb1,,Australia,Sun Aug 01 06:47:28 +0000 2021,Neutral
85,1421724699877203969,negative,0.9309016466140748,-0.6225222945213318,2.7257301807403564,"Refuse to gave the blame placed on a group that has predominately been excluded from vaccination programs for the longest of times.
Im not sitting alone in my apartment everyday, not seeing friends and family for shits and gigs x https://t.co/jkeWyRQckF",,Australia,Sun Aug 01 06:49:17 +0000 2021,Negative
86,1421724891925999616,negative,1.538823485374451,-0.2187432050704956,1.7554287910461426,"We are living in Western Sydney with 51 case and HARD lockdown, yet areas with 69 cases in mockdown. Interesting political decisions by @GladysB #COVID19nsw. We are doing our bits in western areas, our Premier should also do hers. https://t.co/eZBVxSt9IW",COVID19nsw,Australia,Sun Aug 01 06:50:03 +0000 2021,Neutral
87,1421725203067924483,positive,1.7571609020233154,2.740494966506958,-0.5767829418182373,"If you want the people to come along with you, you must back it up with Testing Centres that are efficient.  We're all in this together. https://t.co/5Z0900cdUO",,Australia,Sun Aug 01 06:51:17 +0000 2021,Neutral
88,1421725257547730945,negative,1.2226186990737915,-1.3074609041213991,3.271811246871948,"Our Government is not the enemy, Covid is the enemy.😳Covid does not care about your opinions or concerns about the vaccine or your perceived loss of your civil liberties.😳",,Australia,Sun Aug 01 06:51:30 +0000 2021,Negative
89,1421725315064160261,negative,0.9756679534912108,-1.3042762279510498,3.5656609535217285,"Its just so draining seeing blame games and ""we'd be worse off"" in every piece of media, the lockdown still isn't working, and we're stuck this way until at least September.",,Australia,Sun Aug 01 06:51:44 +0000 2021,Negative
90,1421726194769096708,negative,0.23037417232990265,-0.6674854159355164,2.4320857524871826,Gladys is now delusional https://t.co/OdrYiz8LQx,,Australia,Sun Aug 01 06:55:13 +0000 2021,Negative
91,1421726210837467144,negative,0.7834468483924866,-0.5406544804573059,2.6512367725372314,"@BrittMezher Not really. Gets bad after midnight . Can't sleep. Wake up late. Haven't worked or got paid since  28 June.
Ineligible for govt payments  but I know once lockdown is over it'll be back to 60hr weeks. Lost half my work in Syd in 2020 under no lockdown but hotspots affect my work",,Australia,Sun Aug 01 06:55:17 +0000 2021,Negative
92,1421726642423025667,neutral,1.070858597755432,-0.5369613170623779,1.0002466440200806,Can we ban them everywhere? https://t.co/2VrfXmDnkV,,Australia,Sun Aug 01 06:57:00 +0000 2021,Neutral
93,1421727057734553602,negative,0.9034841060638428,-0.40261849761009216,2.2894306182861333,@BrownCow4ever @engagedpractx We still don't know. And people just project all their perfect lockdown fantasies onto Kerry Chant. None of this drumbeat coming from people in Melbourne helps people in Sydney in the slightest. And that ought to be a matter for reflection.,,Australia,Sun Aug 01 06:58:39 +0000 2021,Negative
94,1421726529751453697,negative,0.7426509261131287,0.9149439334869384,1.1725757122039795,"Australia’s #COVID19 Taskforce boss is confident most Australians will have access to two doses of the vaccine by the end of the year.
 https://t.co/NelvP3G5H5",COVID19,Australia,Sun Aug 01 06:56:33 +0000 2021,Neutral
95,1421715912328028165,positive,1.6765121221542358,1.9458537101745603,-0.18293696641922,"@JohnCoo51013646 @DanielBleakley Anyone who makes it is eligible ; bring n99 masks for covid 29; 30
And 31
++ the “air” quality uhhhhhh@",,Australia,Sun Aug 01 06:14:22 +0000 2021,Positive
96,1421717279910158344,negative,1.5479966402053833,-0.6404280066490173,1.8802509307861328,"wine and then dine on me 😇💖

have not left the house this weekend because my covid test still hasn’t come back after 2 days 😵‍💫 https://t.co/OuigYHeLqM",,Australia,Sun Aug 01 06:19:48 +0000 2021,Neutral
97,1421718500888899584,neutral,1.49125075340271,-0.03033407032489777,1.281359076499939,@BrettleyWilford @joerogan @BretWeinstein There’s too much sport on right now to have this conversation 😂 Posing questions and challenging conventional thinking shouldn’t be grounds for removal off an entire platform imo. I’ve personally seen plenty of reasonably measured Sky coverage on the covid issue.,,Australia,Sun Aug 01 06:24:39 +0000 2021,Neutral
98,1421719514174033921,neutral,1.8130948543548584,1.7841490507125854,-0.556271493434906,.@NSWEducation Communications Tool Kits - Level 4 Inc TRANSLATED versions to support our CALD communities: https://t.co/zd22CqCSNd #COVID19nsw,COVID19nsw,Australia,Sun Aug 01 06:28:41 +0000 2021,Neutral
